date,sr,fact,enc_hub
2021-12-21,2269,2031,121
2022-05-11,2,1,9
2021-09-17,2853,3409,25
2021-11-28,11,14,98
2021-09-17,68,74,43
2022-05-08,369,504,102
2021-10-06,571,759,35
2022-05-08,55,162,37
2021-12-21,15766,12913,65
2021-07-16,3224,3640,76
2022-04-04,13913,14944,104
2022-05-11,2212,2161,10
2022-05-08,242,218,110
2022-05-08,7952,8732,66
2022-04-04,1704,2794,24
2022-05-11,10,321,125
2021-07-30,9053,10999,65
2022-05-08,10,58,7
2021-09-17,2206,2066,89
2021-09-17,150,150,86
2021-09-17,4402,5156,57
2021-11-28,1928,2326,108
2021-11-28,12163,13273,19
2022-05-08,785,904,76
2021-11-28,1510,1594,26
2021-10-06,1069,1019,122
2022-04-04,1,152,75
2021-12-21,9533,8640,119
2022-05-11,5397,7292,134
2022-05-08,107,440,39
2022-04-04,2108,1644,79
2021-09-17,999,1012,116
2021-07-16,2836,3186,94
2022-04-04,1,1,78
2021-07-16,317,470,132
2021-07-16,1534,3050,128
2021-07-30,9139,9984,17
2021-12-21,15789,15000,17
2021-11-28,669,951,99
2022-05-11,28047,30006,68
2022-04-04,1450,1515,121
2021-11-28,12844,14362,33
2021-09-17,32868,41532,62
2021-10-06,852,991,50
2021-11-28,1033,1202,30
2022-05-08,151,314,117
2022-04-04,316,447,67
2021-11-28,8046,7518,64
2022-04-04,9595,10890,60
2021-07-16,724,506,10
2021-12-21,792,442,85
2021-07-16,267,231,125
2022-05-11,1115,1117,121
2021-09-17,367,385,118
2022-05-11,5703,6601,119
2022-04-04,2359,2670,136
2021-07-16,420,2196,134
2021-12-21,1092,1853,55
2021-11-28,1269,1433,35
2022-04-04,6794,8053,58
2022-05-11,10588,9855,65
2021-07-16,886,823,3
2021-07-16,446,365,29
2022-05-08,357,626,10
2022-05-08,411,716,131
2021-07-16,528,517,34
2022-05-08,8714,10236,68
2021-09-17,1386,1196,122
2022-04-04,20795,23862,56
2021-12-21,3945,5091,136
2021-12-21,1240,1509,111
2022-05-08,214,338,4
2021-09-17,790,886,5
2021-07-30,3076,3327,91
2021-10-06,217,297,93
2021-12-21,7102,8646,91
2022-04-04,6441,6372,85
2022-05-11,2379,2587,109
2022-05-11,14893,14934,104
2022-05-11,3370,5512,24
2021-09-17,914,1176,50
2021-09-17,628,645,35
2022-05-11,2,290,75
2021-07-16,7024,7942,105
2022-04-04,1927,2394,55
2021-12-21,6790,9989,58
2022-05-08,196,480,125
2021-11-28,1981,1749,5
2022-05-11,8,7,78
2021-09-17,12412,15719,61
2022-05-11,1471,1016,79
2021-11-28,2655,2075,122
2022-05-08,432,987,134
2021-07-30,496,415,70
2021-10-06,206,282,28
2022-04-04,3956,4340,91
2022-04-04,6,224,111
2022-05-11,2791,3146,67
2022-05-11,7543,8626,60
2022-05-08,2246,2689,49
2021-07-30,112,110,87
2021-07-30,2557,3318,71
2022-05-08,738,948,109
2021-11-28,3,20,32
2022-05-11,5308,6924,58
2021-12-21,4195,4637,97
2021-12-21,562,998,87
2021-07-16,10967,12951,104
2021-12-21,10264,7661,44
2021-07-30,2769,2629,97
2021-09-17,485,766,100
2022-05-11,2377,2564,136
2021-11-28,757,486,36
2021-07-30,301,411,22
2022-04-04,6854,6596,120
2021-12-21,7388,8459,127
2021-10-06,4519,5624,53
2021-10-06,2393,2845,94
2021-10-06,2204,2554,14
2022-05-08,5701,7330,60
2022-05-08,79,134,75
2021-07-16,246,264,79
2022-05-11,21427,23682,56
2022-04-04,1167,1226,13
2021-10-06,455,548,69
2022-05-08,701,859,67
2022-05-08,4337,4028,65
2021-11-28,621,561,28
2021-07-30,4404,4016,31
2022-04-04,3348,3144,44
2022-05-08,422,494,79
2021-07-16,402,522,121
2021-10-06,531,795,102
2021-11-28,828,956,41
2022-04-04,2,1,73
2021-09-17,214,244,93
2022-04-04,291,232,2
2021-12-21,114,102,114
2022-05-08,1899,2551,119
2021-07-30,1,1,114
2022-04-04,520,384,23
2022-05-08,1274,2215,24
2022-05-11,4978,6072,85
2021-10-06,1862,2380,133
2022-05-11,1375,1868,55
2021-10-06,450,456,117
2021-10-06,11714,14688,66
2021-11-28,482,610,92
2022-04-04,5,4,87
2022-04-04,1182,1565,45
2021-10-06,17532,19122,63
2021-12-21,5,14,13
2022-04-04,1940,2251,97
2021-07-16,11136,13019,65
2021-10-06,1398,2107,135
2021-12-21,10169,11111,84
2021-12-21,7713,9300,31
2021-12-21,2136,838,120
2021-12-21,46,19,74
2022-05-11,21,19,111
2022-05-08,46,370,121
2021-07-30,188,194,88
2022-04-04,29,16,74
2021-10-06,3499,3524,76
2021-10-06,785,929,113
2021-09-17,1338,1787,11
2021-07-30,498,489,13
2022-04-04,2770,3243,31
2021-07-30,3487,3330,84
2021-12-21,35,25,130
2021-09-17,308,322,28
2021-12-21,881,867,23
2022-05-08,5170,5182,104
2021-10-06,415,501,39
2021-07-30,5905,5220,44
2022-05-11,8322,9037,91
2021-10-06,2,2,110
2021-10-06,1338,1244,37
2021-07-30,224,186,23
2022-04-04,8441,9832,33
2022-04-04,671,687,99
2021-12-21,9767,12393,46
2022-05-11,4637,5126,120
2021-12-21,2304,3266,43
2021-12-21,8337,8687,25
2021-10-06,697,765,131
2022-04-04,1553,1914,108
2021-07-30,2268,2856,25
2021-11-28,59714,56674,66
2021-09-17,6460,6214,53
2021-07-30,4,1,43
2022-04-04,38,1120,20
2021-09-17,3222,3967,94
2021-10-06,2919,3211,68
2021-12-21,5510,5720,89
2021-12-21,3506,4908,12
2021-11-28,23520,22362,63
2021-11-28,2119,3420,135
2021-10-06,675,715,4
2021-11-28,453,508,117
2021-07-30,944,1239,89
2021-12-21,20968,22935,57
2021-09-17,1047,1283,128
2021-07-30,150,126,86
2021-09-17,2445,2627,14
2021-07-30,234,272,112
2021-12-21,7287,6899,107
2022-04-04,1,3,8
2021-12-21,3147,3013,116
2022-05-11,99,104,2
2021-09-17,514,784,102
2021-12-21,1809,1618,86
2021-12-21,552,577,8
2021-07-30,678,513,116
2022-05-11,2572,2290,13
2021-07-30,23764,31129,62
2022-05-11,3411,3982,44
2022-05-11,1,3,73
2022-05-08,644,1107,55
2021-10-06,7107,8401,105
2021-11-28,186,192,110
2021-09-17,375,526,69
2021-11-28,22,121,37
2021-07-16,5827,4457,91
2021-12-21,56346,49393,62
2022-04-04,11983,11923,103
2021-07-30,856,944,98
2021-11-28,3366,3144,133
2021-09-17,4210,3809,76
2021-11-28,790,1136,113
2021-11-28,432,651,39
2022-05-08,2325,2903,58
2021-12-21,1966,2053,98
2021-11-28,545,823,21
2021-11-28,6044,6131,76
2022-05-11,32,104,23
2021-11-28,6440,6435,53
2021-09-17,404,529,39
2021-12-21,2328,3065,108
2021-07-30,5095,5071,33
2021-07-30,400,575,108
2022-05-08,234,594,136
2022-05-08,224,220,111
2021-10-06,6,244,29
2022-05-11,1776,2262,45
2022-04-04,1816,1871,30
2022-04-04,3488,4114,12
2022-04-04,3432,4072,64
2021-12-21,18778,18153,33
2022-04-04,121,131,43
2021-09-17,300,334,15
2022-04-04,3832,3762,25
2021-11-28,1423,1130,96
2021-11-28,3990,4449,94
2022-04-04,9571,12371,57
2022-05-11,32,38,97
2022-05-11,2,5,87
2022-05-08,2419,3118,91
2021-09-17,1634,2359,135
2021-12-21,15453,16874,19
2022-04-04,4468,5091,89
2021-09-17,18987,19246,63
2022-05-08,1279,1604,85
2021-07-30,37,38,8
2022-04-04,284,291,86
2021-11-28,2705,3288,14
2021-12-21,2216,2651,26
2021-07-30,164,382,26
2021-09-17,1253,1041,37
2021-10-06,794,826,10
2022-05-11,2870,3273,31
2021-09-17,188,181,110
2021-11-28,1869,2079,102
2021-07-16,482,409,70
2022-04-04,2360,2485,116
2022-04-04,4406,3400,107
2022-04-04,16769,19526,62
2021-12-21,2425,2292,30
2022-05-08,9792,11584,56
2021-07-30,8683,10547,103
2022-04-04,2315,2318,98
2021-11-28,480,682,69
2021-07-30,3675,4377,64
2021-09-17,783,872,113
2021-10-06,681,695,134
2022-04-04,3540,3936,46
2021-09-17,2150,2616,133
2021-12-21,20721,17954,103
2021-12-21,8226,6013,64
2021-12-21,1111,1606,99
2021-10-06,408,338,125
2021-07-23,170,175,88
2021-03-13,9955,11484,63
2021-03-20,58,44,108
2021-09-13,3474,3958,94
2021-10-17,135,205,5
2021-11-01,628,609,111
2021-03-13,398,403,135
2021-09-15,861,1088,50
2021-09-20,2,3,86
2021-03-20,2550,2801,33
2021-02-15,258,426,121
2021-09-13,1426,1511,128
2021-09-15,633,574,35
2021-09-13,5134,4649,53
2021-09-20,959,1167,108
2021-09-13,2711,2926,14
2021-09-20,14173,13106,103
2021-03-13,233,221,15
2021-05-21,339,326,93
2021-05-21,9213,7505,18
2021-10-17,225,215,35
2021-09-15,1053,1028,122
2021-02-15,9823,10917,65
2021-09-13,604,581,69
2022-01-14,2717,3626,10
2022-01-14,272,527,49
2021-09-18,25,17,93
2021-03-06,103,95,70
2021-03-03,10086,11059,65
2021-11-01,139,165,85
2022-05-21,839,1034,5
2021-09-20,87,79,43
2022-01-14,668,768,125
2021-09-13,2711,3039,135
2021-07-23,481,473,13
2021-03-03,90,95,79
2022-05-21,3298,2899,124
2021-03-13,16,23,126
2021-09-15,12392,15484,61
2021-09-13,20594,19621,63
2021-07-23,3481,5119,84
2021-03-20,2176,2635,64
2021-09-20,3027,3990,25
2021-03-13,285,1404,133
2022-01-14,4606,5154,134
2021-09-20,5060,5669,57
2021-03-13,145,176,113
2021-07-23,6058,5329,44
2022-07-07,6867,8447,58
2021-03-20,3494,4516,103
2022-06-05,2398,2922,58
2021-09-13,77,87,15
2021-02-07,3112,3780,65
2021-07-23,286,249,23
2021-09-13,473,589,102
2021-05-21,5036,4546,90
2022-06-05,450,591,136
2021-02-07,75,79,79
2021-03-13,735,771,77
2021-07-23,58,84,87
2021-02-15,10470,11851,104
2021-09-18,77,90,28
2021-10-16,135,168,111
2022-06-05,2022,2234,91
2021-09-13,1193,1021,37
2021-05-21,326,479,100
2021-03-03,645,691,121
2021-03-20,1162,1680,25
2022-06-05,1,5,111
2021-03-13,2979,3382,53
2021-07-23,2566,3398,71
2021-09-13,2614,2881,133
2021-07-23,2818,2681,97
2021-09-20,37474,43626,62
2022-07-07,1192,1959,136
2022-01-14,1476,1788,131
2021-09-18,793,989,11
2021-09-20,876,886,116
2021-09-15,423,432,118
2022-06-05,11730,13995,56
2021-09-20,918,1317,26
2021-09-20,1709,1909,98
2021-07-23,279,403,22
2021-05-21,232,235,28
2021-10-16,1828,2335,91
2021-03-20,102,143,38
2022-07-07,1519,1642,111
2021-05-21,2980,2195,11
2021-02-07,3197,4220,104
2021-03-13,402,1338,128
2021-09-15,718,799,5
2022-01-14,1198,1406,4
2021-09-20,4329,4276,33
2021-09-20,2031,1983,19
2021-09-13,4005,3524,76
2022-01-14,34395,39119,68
2021-09-20,5046,5876,64
2021-03-13,1157,1749,94
2021-02-15,210,190,79
2022-06-05,927,1140,85
2021-02-07,162,106,121
2021-10-17,299,361,122
2021-09-13,719,797,113
2021-07-23,4298,3956,31
2022-05-21,8132,8240,101
2021-11-01,1495,1757,58
2021-07-23,1,2,114
2021-09-13,436,533,39
2021-03-20,13904,16752,62
2021-11-01,4093,4770,91
2021-09-18,227,335,100
2022-01-14,11368,14215,105
2021-09-20,1729,2008,89
2021-03-20,2,1,98
2021-09-13,3,3,110
2021-03-13,3,3,132
2021-03-03,9723,11808,104
2021-09-18,223,195,23
2021-05-21,247,115,23
2021-02-07,48,98,100
2021-03-13,2926,2940,33
2021-11-01,2227,2515,133
2021-09-13,14059,12890,103
2022-07-07,347,537,117
2021-03-06,822,2411,133
2021-09-18,1,1,73
2022-06-05,5126,6098,63
2021-02-15,6966,6903,18
2021-03-06,487,496,135
2021-03-06,3148,3912,53
2021-07-23,565,2503,134
2021-03-13,83,100,38
2021-11-01,2827,3080,135
2022-06-05,22,187,117
2021-11-01,4718,5375,53
2021-03-06,26,25,132
2021-02-15,109,152,28
2021-03-20,332,96,121
2021-11-01,26229,30715,66
2021-03-13,26,22,108
2021-09-20,733,758,79
2022-05-21,2,103,111
2021-03-03,1876,1399,11
2021-03-06,175,222,113
2021-09-13,4984,5991,64
2021-03-06,788,725,77
2021-07-23,164,150,125
2021-11-01,910,1045,113
2021-11-01,2910,3395,14
2021-09-18,1631,2232,84
2021-09-13,39,30,43
2021-03-03,1817,1545,6
2022-01-14,1087,1448,35
2022-07-07,1592,1749,21
2021-05-21,2031,3720,84
2022-06-05,962,715,76
2022-06-05,2450,2127,129
2021-03-20,4496,5253,65
2021-10-16,294,528,102
2022-07-07,2100,2150,37
2021-10-16,1323,1103,76
2021-09-20,13156,15261,65
2021-10-16,9758,12091,63
2022-05-21,1560,1811,85
2021-09-13,601,610,112
2021-03-13,13057,16226,62
2021-09-13,1342,1969,19
2022-01-14,2125,2044,122
2021-03-06,1318,1752,94
2021-10-17,986,1328,91
2021-10-16,9,96,37
2021-02-07,10,402,11
2021-02-15,934,992,6
2022-01-14,9,8,0
2022-06-05,11,327,96
2021-11-01,4007,4284,94
2021-07-23,1143,1028,3
2021-03-13,1215,1745,25
2021-10-16,217,318,39
2021-09-13,4672,5216,57
2022-07-07,21,838,69
2021-09-13,1766,2139,89
2022-06-05,174,159,110
2022-07-07,3818,4584,14
2021-03-03,2864,3570,90
2021-09-20,9632,10387,17
2021-07-23,920,809,29
2021-09-13,820,858,116
2022-07-07,1031,1598,39
2021-11-01,407,448,117
2021-03-20,5139,6911,104
2022-06-05,25,42,37
2021-09-13,1,1,86
2021-03-03,2216,2834,72
2021-10-16,12493,18489,66
2021-05-21,2012,3083,71
2021-09-18,6,2,130
2021-05-21,46,43,87
2021-02-15,530,488,100
2021-10-16,2352,3163,53
2021-09-18,1864,1994,71
2021-09-15,3139,3867,91
2021-10-17,75,106,111
2021-07-23,387,429,34
2022-07-07,1649,1837,96
2021-09-20,751,785,121
2021-02-07,2,2,6
2021-09-13,589,799,26
2021-03-06,17,31,126
2022-06-05,1,256,69
2022-05-21,5739,6761,58
2021-09-18,157,179,88
2021-05-21,130,179,88
2022-06-05,520,930,14
2021-03-20,61,55,79
2021-05-21,4532,4064,31
2021-10-16,269,239,117
2021-02-15,2934,3464,90
2021-02-15,2740,2410,11
2021-07-23,698,354,10
2021-09-18,3503,3534,31
2021-03-13,3374,4401,103
2022-06-05,3,141,39
2021-10-16,9,8,110
2022-07-07,265,411,7
2021-09-18,477,304,127
2022-05-21,4449,5003,91
2021-09-13,1618,1740,98
2021-07-23,2239,10281,68
2021-11-01,620,468,96
2021-09-13,4483,4923,33
2021-09-13,36860,42428,62
2022-06-05,1292,922,53
2021-03-13,2264,2662,64
2022-06-05,1,51,51
2021-03-03,7717,7075,18
2021-03-03,160,162,28
2021-09-18,6262,5658,44
2021-09-13,954,1134,108
2022-05-21,690,1314,55
2021-11-01,1,3,110
2022-01-14,1205,1609,5
2021-11-01,404,500,39
2021-02-07,37,38,28
2022-07-07,3230,3895,53
2021-02-07,1593,1766,90
2021-05-21,513,449,13
2022-05-21,421,1233,136
2021-11-01,734,790,69
2021-10-16,168,254,69
2022-07-07,7551,4699,63
2021-11-01,1279,1309,37
2021-03-06,444,1967,128
2021-09-18,1,4,13
2021-02-15,2869,3419,72
2021-11-01,759,1007,102
2022-07-07,578,548,110
2021-05-21,204,269,22
2021-11-01,4565,4367,76
2021-02-07,2221,2188,18
2021-10-16,327,392,113
2021-10-16,877,1130,14
2021-03-06,213,571,15
2021-09-18,606,552,22
2021-03-03,278,421,100
2021-10-16,543,658,133
2022-05-21,10889,15216,56
2022-07-07,2794,2198,129
2021-02-07,714,1047,72
2022-06-05,448,724,21
2021-03-06,9795,11720,63
2021-09-13,3057,3600,25
2021-05-21,4021,3672,97
2021-11-01,17803,19499,63
2021-09-20,14066,15519,104
2021-09-18,891,535,97
2022-07-07,5509,5411,76
2022-07-07,234,459,51
2021-10-16,909,1189,94
2021-07-23,7095,8039,105
2021-10-16,523,774,135
2021-02-07,159,194,94
2021-10-17,512,821,71
2021-05-21,3667,4406,64
2021-09-18,348,549,26
2022-05-21,98,92,73
2021-09-15,677,603,22
2022-01-14,48,186,36
2022-01-14,524,885,41
2021-09-18,476,368,116
2021-10-17,526,904,97
2021-02-15,183,220,113
2021-10-17,2058,2642,44
2021-10-17,155,210,22
2021-02-07,436,1224,128
2022-07-07,5324,5623,49
2022-06-05,178,255,10
2021-09-18,2772,3619,64
2022-07-07,1681,2163,131
2021-09-13,797,849,5
2021-02-07,372,457,77
2021-07-23,9114,11151,65
2021-09-18,20339,25490,62
2021-09-13,13845,15868,61
2021-09-20,3321,3782,91
2021-03-13,129,177,50
2021-05-21,2399,3137,25
2021-09-13,340,345,118
2021-09-15,6632,6051,44
2021-10-16,87,121,131
2022-05-21,3,2,13
2022-01-14,703,749,32
2021-09-18,3,12,98
2021-10-16,12,168,10
2021-02-15,80,90,126
2021-02-07,2573,3235,53
2022-06-05,911,1544,131
2022-05-21,1771,2120,31
2021-10-17,482,561,127
2022-07-07,1008,1030,4
2021-03-20,89,87,70
2021-09-18,454,672,108
2021-09-15,663,631,127
2021-05-21,24248,29877,62
2021-03-06,4020,7495,105
2022-01-14,82,70,40
2021-03-03,6091,7132,53
2021-11-01,1548,1361,10
2022-06-05,6981,8792,68
2021-03-03,1406,3298,133
2022-05-21,1936,1688,120
2021-10-16,286,324,4
2022-07-07,20828,25102,68
2021-02-07,209,267,135
2022-05-21,125,288,23
2021-05-21,669,792,98
2021-11-01,413,424,125
2021-02-07,3879,5418,63
2021-03-03,33,344,15
2021-05-21,314,350,112
2021-09-15,269,387,88
2021-02-15,385,400,132
2021-09-18,4481,4234,33
2021-03-03,1281,1527,135
2021-02-15,970,2183,128
2021-05-21,319,350,108
2021-02-15,2232,2114,77
2021-09-18,1358,1319,19
2021-09-18,1753,1372,89
2022-05-21,1,45,87
2022-01-14,49,47,82
2021-09-15,3171,4742,71
2021-03-03,18758,20955,63
2021-11-01,1434,1573,134
2022-06-05,87,129,4
2021-03-13,51,59,115
2022-01-14,582,616,28
2021-03-13,5248,6854,61
2021-02-07,1057,803,15
2022-05-21,1186,1389,45
2021-05-21,98,89,86
2021-09-15,1026,759,97
2021-09-18,67,108,112
2022-01-14,9,72,1
2021-02-15,3435,3651,94
2021-03-03,245,313,113
2021-09-15,5201,4768,31
2021-03-06,297,172,34
2021-09-15,545,551,13
2022-05-21,1,61,44
2021-11-01,9660,10690,105
2021-09-13,515,514,35
2022-07-07,10082,13624,105
2021-09-15,5,5,73
2021-02-07,5,5,132
2021-09-18,1,2,86
2021-07-23,9737,11754,104
2021-02-07,343,1704,133
2021-10-16,6899,7389,105
2021-03-13,6,13,118
2021-10-17,18,14,130
2021-11-01,788,936,131
2021-10-17,1,2,13
2021-03-03,348,419,132
2021-10-17,370,213,120
2021-10-17,470,655,31
2021-09-13,884,882,122
2021-03-03,62,80,126
2021-09-18,9909,10618,103
2021-10-17,139,159,88
2021-07-23,281,313,79
2021-09-15,4090,4420,84
2021-10-17,540,753,84
2021-03-06,81,109,3
2021-05-21,5446,5458,33
2021-02-15,2145,3975,133
2022-06-05,17,213,134
2021-09-18,51,47,43
2022-07-07,315,484,10
2021-02-15,29,21,15
2021-10-16,233,127,125
2021-09-15,3,3,130
2022-06-05,8,254,125
2021-09-18,1793,1669,25
2021-05-21,10760,10030,103
2021-02-07,75,102,113
2022-07-07,1249,1081,125
2021-09-15,344,311,23
2021-11-01,17808,22167,68
2021-03-13,6,1738,122
2021-05-21,383,800,38
2021-11-01,1097,1163,4
2021-10-16,570,628,134
2022-07-07,3817,4511,134
2021-02-15,16294,18125,63
2022-06-05,1885,3469,49
2021-10-16,20,123,29
2021-02-07,10,11,126
2021-07-23,454,548,121
2022-01-14,676,761,92
2021-02-15,1319,1455,135
2021-10-17,107,100,23
2021-03-03,1968,2640,94
2021-03-03,1113,2488,128
2022-01-14,543,748,81
2021-02-15,5152,6126,53
2021-09-13,900,857,50
2021-09-18,3175,3923,57
2021-03-03,2587,2252,77
2021-10-16,7152,11827,68
2022-05-21,1806,1207,20
2022-01-14,18,31,110
2021-09-15,2444,3162,89
2021-09-15,4950,5721,57
2022-07-07,3044,3018,48
2022-01-14,4362,4028,37
2021-10-17,80,70,43
2021-10-16,5036,3924,17
2021-10-17,270,368,46
2022-05-21,10,42,98
2021-10-17,1635,1842,25
2022-01-14,725,1229,69
2021-09-18,212,275,5
2021-05-21,11103,13381,61
2021-09-15,14193,13161,103
2022-01-14,1122,1042,7
2022-01-14,650,950,117
2022-06-05,753,976,109
2021-03-06,5677,6243,65
2021-11-01,1057,1310,121
2021-10-17,692,912,12
2021-02-15,5571,6576,105
2021-10-17,1470,1857,89
2021-09-20,7469,6238,44
2021-03-20,1435,2057,31
2021-03-20,97,99,88
2021-09-18,7986,9895,61
2021-10-17,1381,1968,57
2022-01-14,28025,47492,66
2022-05-21,516,1237,116
2022-07-07,15793,23053,67
2021-09-20,488,549,88
2021-03-13,105,110,28
2021-10-17,20,47,107
2022-06-05,3779,3443,65
2021-11-01,13521,14734,104
2021-09-13,436,466,93
2021-03-20,1001,3286,84
2021-10-17,271,214,116
2021-10-16,20,18,75
2021-10-16,5091,6872,65
2021-03-03,132,177,3
2022-06-05,4160,5554,67
2022-01-14,7052,6661,76
2022-01-14,870,1231,113
2021-03-13,6,239,11
2022-06-05,4103,6339,60
2021-09-20,3667,4766,71
2022-01-14,2871,1953,39
2021-03-03,858,693,34
2021-03-13,1699,2308,90
2022-06-05,18,42,75
2021-09-18,201,180,118
2021-07-23,467,406,70
2021-09-20,1443,1301,97
2021-10-16,266,218,79
2022-05-21,5823,5920,33
2021-09-20,363,2049,127
2021-10-17,15158,20081,62
2022-06-05,436,284,79
2022-05-21,49,83,8
2022-07-07,4428,4134,119
2022-07-07,4404,877,65
2022-07-07,4567,5820,24
2022-05-21,397,690,99
2022-07-07,22,470,109
2022-06-05,1786,3326,119
2022-07-07,1663,1713,79
2021-09-15,3122,4573,25
2022-05-21,620,673,30
2022-06-05,2123,2944,24
2021-10-16,240,432,119
2022-07-07,469,593,75
2021-10-17,4,4,98
2021-09-15,82,71,43
2021-02-07,2627,3562,105
2021-09-18,286,267,35
2021-11-01,780,1029,47
2021-05-21,172,168,118
2021-10-17,246,371,108
2022-07-07,18373,24878,47
2021-09-15,38202,45198,62
2021-09-20,4810,5044,84
2021-02-07,73,87,3
2022-01-14,4379,5141,94
2021-09-13,2066,2382,11
2022-05-21,4733,5958,103
2022-05-21,6802,8992,57
2021-05-21,617,463,115
2021-10-17,2358,2076,33
2021-03-03,6233,6912,105
2021-11-01,7395,7951,17
2021-03-20,631,326,97
2021-03-06,5620,7252,104
2021-09-15,1546,1704,98
2021-03-20,6,12,22
2022-05-21,1655,3079,46
2021-09-20,4977,5064,31
2022-01-14,766,1432,21
2021-09-20,392,422,13
2022-01-14,5121,6426,53
2021-09-18,733,865,122
2021-09-20,2,2,73
2021-03-13,1036,1369,72
2022-05-21,3,4,86
2021-09-15,53,42,112
2021-10-17,1419,1470,19
2021-05-21,715,1547,122
2021-09-15,823,1131,108
2021-02-15,424,236,34
2022-01-14,3147,3903,14
2022-07-07,97,600,121
2021-03-13,232,277,100
2022-07-07,6365,12452,60
2021-09-15,352,673,26
2021-09-15,943,978,116
2022-06-05,4,382,121
2021-10-16,352,464,121
2021-03-06,45,44,79
2022-07-07,1,85,78
2022-05-21,1418,1506,12
2021-09-20,79,79,23
2021-02-15,225,223,3
2021-09-13,851,968,100
2021-03-13,4989,5344,18
2021-10-17,281,488,26
2022-01-14,230,289,96
2021-09-15,4750,5836,64
2021-05-21,798,1218,50
2021-09-15,2097,2373,19
2021-09-20,2,3,87
2022-01-14,17023,20783,63
2022-07-07,16759,18047,104
2021-03-13,1,2,6
2022-07-07,5780,7065,83
2021-11-01,13834,15776,65
2021-09-20,659,568,22
2021-10-17,1010,1832,64
2021-10-16,6631,8020,104
2021-03-06,272,110,121
2021-09-15,1,2,8
2021-11-01,1235,1424,119
2022-06-05,4320,4466,104
2021-07-23,5264,5118,91
2022-06-05,29,361,47
2021-09-18,429,700,50
2021-11-01,81,75,75
2021-10-17,2771,3925,103
2021-10-17,76,98,99
2021-10-16,388,414,47
2021-05-21,531,417,5
2021-09-20,9,11,130
2021-09-15,7905,7477,33
2022-01-14,883,1145,102
2022-05-21,505,470,43
2022-05-21,9060,11455,62
2021-11-01,500,590,79
2021-09-13,227,205,28
2021-07-23,5735,5659,33
2021-03-13,327,279,34
2021-09-18,290,381,128
2021-10-17,69,53,93
2022-01-14,3401,5896,47
2022-01-14,897,1052,79
2021-09-20,726,563,35
2021-09-13,804,946,131
2021-09-13,140,453,95
2021-07-23,475,621,108
2022-05-21,3,387,92
2022-07-07,10,30,13
2021-09-18,1431,1904,94
2021-03-20,12,19,118
2022-06-05,26,68,23
2022-07-07,3165,3807,31
2021-09-18,417,593,14
2021-03-06,1542,1732,31
2021-10-16,236,237,23
2021-09-20,952,1033,122
2021-09-13,9551,12667,68
2022-06-05,8,56,87
2022-06-05,690,1006,45
2021-02-15,236,197,70
2022-05-21,1,3,80
2021-10-16,1271,1575,71
2021-10-17,306,276,36
2022-07-07,1209,1305,23
2021-03-06,101,99,88
2021-11-01,8,6,114
2021-03-13,56,83,3
2021-09-18,92,144,69
2022-01-14,7175,9086,60
2021-09-18,11188,13245,63
2022-07-07,3,8,87
2021-05-21,1811,3227,133
2021-10-17,48,74,28
2021-07-23,29,32,8
2021-09-18,462,708,135
2021-05-21,1953,2079,15
2021-09-13,657,704,4
2021-11-01,3645,4440,71
2021-11-01,6753,6927,44
2022-05-21,2,8,81
2022-07-07,2064,2932,45
2022-01-14,3790,3547,121
2021-11-01,2767,2933,31
2021-09-18,3514,3228,53
2021-09-15,446,680,100
2021-03-06,875,3282,84
2022-01-14,13432,16776,104
2021-03-20,7,1401,122
2021-07-23,275,1518,26
2021-11-01,1157,1106,97
2021-05-21,14683,16826,63
2021-05-21,1112,1521,135
2021-02-07,132,129,70
2021-10-16,722,305,120
2021-09-15,201,217,28
2021-09-18,255,240,15
2021-11-01,376,462,13
2021-07-23,8977,10889,103
2021-10-16,1473,1983,31
2021-05-21,4581,5457,53
2021-09-15,1427,1812,11
2021-09-13,10088,10928,105
2021-05-21,528,632,113
2022-06-05,1005,948,31
2021-11-01,2591,2981,127
2022-07-07,4369,3419,120
2021-09-20,1225,1476,50
2021-09-18,237,388,102
2021-07-23,3569,4475,64
2021-03-06,10,17,22
2022-06-05,779,629,120
2021-11-01,4112,4739,84
2022-05-21,33,147,1
2021-10-16,13,14,130
2021-10-16,685,658,22
